ID,Name,Sex,Age,LastPrimary,Latitude,Longitude,Education,HHIncome,ReligiousAffil,Support24,TopIssue,RRPetition
1231,Voter 1231,F,38,NR,41.04064,-73.64924,Bachelor,200k-300k,Catholic,R,NR,NR
1232,Voter 1232,F,42,NR,41.01395,-73.65489,Bachelor,100k-200k,Protestant,D,RFree,Signed
1233,Voter 1233,M,43,D,41.02334,-73.61764,Bachelor,100k-200k,Catholic,R,Environment,NS
1234,Voter 1234,F,47,NR,41.03295,-73.63682,Masters,100k-200k,NR,R,NR,Signed
1235,Voter 1235,F,47,NR,41.04134,-73.58135,NR,100k-200k,NR,R,NR,Signed
1236,Voter 1236,F,48,NR,41.03869,-73.59313,Bachelor,200k-300k,NR,R,NR,NS
1237,Voter 1237,F,50,NR,41.02806,-73.55999,Bachelor,100k-200k,Catholic,R,Economy,NS
1238,Voter 1238,M,53,NR,41.06721,-73.62475,Bachelor,100k-200k,Catholic,R,NR,NS
1239,Voter 1239,M,55,NR,41.02906,-73.57646,Bachelor,100k-200k,Catholic,R,NR,NS
1240,Voter 1240,F,55,NR,41.05221,-73.57039,Bachelor,100k-200k,Catholic,R,NR,NS
1241,Voter 1241,F,55,NR,41.02902,-73.6206,Bachelor,200k-300k,Catholic,R,NR,NS
1242,Voter 1242,F,55,NR,41.05562,-73.58616,NR,100k-200k,NR,R,NR,NR
1243,Voter 1243,F,57,NR,41.04509,-73.57055,HS,100k-200k,Catholic,R,NR,NR
1244,Voter 1244,F,57,NR,41.01571,-73.65709,Bachelor,100k-200k,Catholic,R,Parents,NS
1245,Voter 1245,F,57,NR,41.02585,-73.66212,Bachelor,100k-200k,Catholic,R,NR,NS
1246,Voter 1246,F,58,NR,41.02089,-73.61981,Some College,200k-300k,NR,R,Education,NR
1247,Voter 1247,F,61,NR,41.02935,-73.61421,Bachelor,100k-200k,Catholic,R,NR,NR
1248,Voter 1248,M,62,NR,41.04805,-73.56711,Bachelor,100k-200k,Catholic,R,NR,NR
1249,Voter 1249,M,62,NR,41.02758,-73.57462,Bachelor,100k-200k,Catholic,R,NR,NR
1250,Voter 1250,F,63,NR,41.03018,-73.62673,Bachelor,100k-200k,Catholic,R,NR,NR
1251,Voter 1251,F,64,NR,41.05014,-73.58374,NR,50k-100k,Catholic,R,NR,NS
1252,Voter 1252,M,64,NR,41.03522,-73.61769,NR,100k-200k,Catholic,R,Environment,NS
1253,Voter 1253,F,65,NR,41.03025,-73.65377,Bachelor,100k-200k,Catholic,R,NR,NS
1254,Voter 1254,F,66,NR,41.12424,-73.61916,Bachelor,100k-200k,Catholic,R,NR,NS
1255,Voter 1255,F,67,NR,41.09799,-73.66677,Bachelor,100k-200k,Catholic,R,NR,NS
1256,Voter 1256,F,67,NR,41.04655,-73.66488,Masters,200k-300k,Catholic,R,NR,NS
1257,Voter 1257,F,68,NR,41.05433,-73.67019,Bachelor,100k-200k,Catholic,R,NR,NS
1258,Voter 1258,M,70,NR,41.02683,-73.62729,Bachelor,100k-200k,Catholic,R,NR,NS
1259,Voter 1259,M,71,NR,41.04705,-73.63167,Bachelor,100k-200k,Catholic,D,NR,NS
1260,Voter 1260,F,73,NR,41.04316,-73.60264,Bachelor,100k-200k,Catholic,R,NR,NS
1261,Voter 1261,M,73,NR,41.07824,-73.58981,NR,200k-300k,Catholic,R,Environment,NS
1262,Voter 1262,M,73,D,41.07667,-73.60886,Bachelor,100k-200k,Catholic,R,NR,NR
1263,Voter 1263,M,74,NR,41.02298,-73.62889,Bachelor,100k-200k,Catholic,R,NR,NS
1264,Voter 1264,F,74,NR,41.02639,-73.56361,Bachelor,100k-200k,Catholic,R,Environment,NS
1265,Voter 1265,F,75,D,41.04316,-73.60264,Bachelor,100k-200k,Catholic,D,NR,Signed
1266,Voter 1266,M,78,NR,41.08235,-73.66391,NR,50k-100k,Catholic,R,NR,NR
1267,Voter 1267,M,78,NR,41.01509,-73.56951,Some College,100k-200k,Catholic,R,NR,NR
1268,Voter 1268,F,81,NR,41.01846,-73.62195,HS,100k-200k,Catholic,R,RFree,Signed
1269,Voter 1269,M,82,NR,41.02711,-73.65443,Bachelor,100k-200k,Catholic,D,NR,NS
1270,Voter 1270,F,84,NR,41.08359,-73.64951,Bachelor,100k-200k,Catholic,R,Education,NS
1271,Voter 1271,M,86,NR,41.03103,-73.57311,Bachelor,200k-300k,NR,R,NR,NS
1272,Voter 1272,F,87,NR,41.04238,-73.62475,Bachelor,100k-200k,Catholic,R,NR,NS
1273,Voter 1273,M,90,NR,41.04159,-73.66338,Bachelor,100k-200k,Catholic,R,Parents,NR
1274,Voter 1274,M,90,NR,41.02769,-73.58716,Bachelor,100k-200k,Catholic,R,NR,NS
1275,Voter 1275,M,32,NR,41.04099,-73.59077,Bachelor,100k-200k,Catholic,D,NR,NR
1276,Voter 1276,F,32,NR,41.03427,-73.62301,Bachelor,200k-300k,Catholic,D,NR,NR
1277,Voter 1277,M,34,NR,41.03326,-73.62192,Bachelor,100k-200k,Catholic,D,NR,NS
1278,Voter 1278,M,34,NR,41.08405,-73.61379,Bachelor,100k-200k,Catholic,D,Womens,Signed
1279,Voter 1279,F,35,NR,41.00935,-73.65521,NR,100k-200k,Catholic,D,NR,NR
1280,Voter 1280,M,38,NR,41.11284,-73.67799,Bachelor,100k-200k,Catholic,D,Economy,NS
1281,Voter 1281,F,39,NR,40.99614,-73.65691,Bachelor,100k-200k,Protestant,D,NR,NS
1282,Voter 1282,F,39,NR,41.04486,-73.59036,NR,100k-200k,Catholic,D,NR,Signed
1283,Voter 1283,F,40,NR,41.01439,-73.56428,Bachelor,100k-200k,Catholic,D,NR,NS
1284,Voter 1284,F,41,NR,41.08283,-73.69634,Bachelor,100k-200k,Catholic,D,NR,NS
1285,Voter 1285,M,41,NR,41.00676,-73.63572,Bachelor,100k-200k,Catholic,D,NR,NS
1286,Voter 1286,F,42,NR,41.04661,-73.58253,Masters,200k-300k,Catholic,D,NR,NS
1287,Voter 1287,F,44,NR,41.08295,-73.60464,Bachelor,100k-200k,Catholic,D,NR,Signed
1288,Voter 1288,M,46,NR,41.09658,-73.62128,Some College,100k-200k,Catholic,D,NR,NS
1289,Voter 1289,F,50,NR,41.07078,-73.62713,Masters,100k-200k,Protestant,D,Education,NS
1290,Voter 1290,F,53,NR,41.04706,-73.56966,Masters,100k-200k,Catholic,R,NR,NS
1291,Voter 1291,M,59,NR,41.03304,-73.62618,Bachelor,200k-300k,Catholic,D,NR,NS
1292,Voter 1292,F,59,NR,41.07042,-73.68156,Bachelor,100k-200k,Catholic,D,NR,NS
1293,Voter 1293,F,61,NR,41.01894,-73.56569,Bachelor,100k-200k,NR,D,NR,NS
1294,Voter 1294,F,64,NR,41.01584,-73.65161,Some College,100k-200k,Catholic,D,Environment,NS
1295,Voter 1295,M,68,D,41.01541,-73.56668,NR,100k-200k,Catholic,D,NR,NR
1296,Voter 1296,M,70,NR,41.03102,-73.61096,Bachelor,200k-300k,Catholic,D,Environment,NS
1297,Voter 1297,M,70,NR,41.02028,-73.61784,Bachelor,100k-200k,Protestant,D,NR,NS
1298,Voter 1298,F,71,NR,41.01776,-73.63953,Masters,100k-200k,Catholic,D,NR,NR
1299,Voter 1299,F,72,NR,41.04503,-73.58268,Bachelor,100k-200k,Catholic,D,NR,NR
1300,Voter 1300,M,73,D,41.04487,-73.60341,Bachelor,100k-200k,Catholic,D,NR,NR
1301,Voter 1301,F,75,NR,41.04319,-73.59234,Masters,200k-300k,Catholic,D,NR,NS
1302,Voter 1302,M,79,D,41.02933,-73.58255,Masters,100k-200k,Catholic,D,NR,NS
1303,Voter 1303,F,80,NR,41.02195,-73.62321,Bachelor,100k-200k,Catholic,D,Environment,Signed
1304,Voter 1304,F,83,D,41.04155,-73.59098,Bachelor,100k-200k,Protestant,D,RFree,NR
1305,Voter 1305,F,86,NR,41.05776,-73.57549,Bachelor,100k-200k,Catholic,D,NR,NS
1306,Voter 1306,F,86,NR,41.08387,-73.67468,NR,50k-100k,Catholic,D,NR,NS
1307,Voter 1307,F,88,NR,41.02122,-73.58781,Bachelor,100k-200k,Catholic,D,NR,NS
1308,Voter 1308,F,92,NR,41.04804,-73.59076,HS,100k-200k,Catholic,D,NR,NS
1309,Voter 1309,F,99,NR,41.03706,-73.56833,Bachelor,100k-200k,Catholic,R,NR,NS
1310,Voter 1310,F,36,NR,40.99992,-73.65614,NR,100k-200k,Other,D,NR,NR
1311,Voter 1311,M,38,NR,41.01651,-73.56597,Bachelor,200k-300k,Catholic,D,Economy,NS
1312,Voter 1312,M,40,NR,41.04384,-73.59091,Masters,100k-200k,Catholic,D,NR,NR
1313,Voter 1313,F,43,NR,41.05584,-73.62248,HS,100k-200k,Catholic,D,Environment,NS
1314,Voter 1314,M,47,NR,41.03689,-73.58644,Bachelor,100k-200k,Other,D,Womens,NS
1315,Voter 1315,F,50,NR,41.02695,-73.62591,Bachelor,100k-200k,Other,D,NR,NS
1316,Voter 1316,F,50,NR,41.09531,-73.59645,Bachelor,200k-300k,Other,D,NR,NS
1317,Voter 1317,M,50,NR,41.06068,-73.58152,NR,100k-200k,None,D,Womens,NS
1318,Voter 1318,F,53,NR,41.03109,-73.57929,Bachelor,100k-200k,Other,D,NR,NS
1319,Voter 1319,M,53,NR,41.04316,-73.58305,Masters,100k-200k,Other,D,NR,NS
1320,Voter 1320,M,53,NR,41.04084,-73.59364,Bachelor,100k-200k,Other,D,Education,NS
1321,Voter 1321,M,54,NR,41.02711,-73.65443,Bachelor,200k-300k,Other,D,Womens,NS
1322,Voter 1322,M,56,NR,41.04805,-73.56711,Bachelor,100k-200k,Other,D,NR,NS
1323,Voter 1323,M,57,NR,41.06396,-73.64882,Bachelor,100k-200k,Other,D,Womens,NS
1324,Voter 1324,F,57,NR,41.04529,-73.62129,Bachelor,100k-200k,None,D,NR,Signed
1325,Voter 1325,M,58,NR,41.02816,-73.56902,Masters,100k-200k,Other,D,Womens,NS
1326,Voter 1326,F,59,NR,41.02989,-73.62358,Bachelor,200k-300k,Other,D,NR,NS
1327,Voter 1327,F,63,NR,41.03568,-73.62658,Bachelor,100k-200k,Other,D,NR,NS
1328,Voter 1328,F,68,NR,41.07524,-73.66484,Bachelor,100k-200k,Catholic,R,NR,NS
1329,Voter 1329,M,75,NR,41.02927,-73.63202,Bachelor,100k-200k,Other,D,Womens,NS
1330,Voter 1330,M,75,NR,41.02195,-73.57602,Masters,100k-200k,Other,D,Womens,Signed
1331,Voter 1331,F,77,NR,41.04397,-73.58286,Bachelor,200k-300k,Other,R,Crime,NS
1332,Voter 1332,F,82,NR,41.02051,-73.61782,Bachelor,100k-200k,Other,D,NR,NS
1333,Voter 1333,F,84,NR,41.03553,-73.59845,Bachelor,100k-200k,Catholic,D,NR,NR
1334,Voter 1334,F,88,NR,41.02574,-73.56034,Bachelor,100k-200k,None,D,NR,NS
1335,Voter 1335,F,90,NR,41.03121,-73.64158,Bachelor,100k-200k,Other,D,NR,NS
1336,Voter 1336,F,97,NR,41.03217,-73.58198,Bachelor,200k-300k,Catholic,R,RFree,NR
1337,Voter 1337,F,102,NR,41.09236,-73.67185,Bachelor,100k-200k,Other,D,NR,NS
1338,Voter 1338,M,32,NR,41.06462,-73.57419,Bachelor,100k-200k,Other,D,Womens,NS
1339,Voter 1339,M,32,NR,41.02741,-73.61831,Bachelor,100k-200k,Other,D,Womens,Signed
1340,Voter 1340,F,35,NR,41.04023,-73.67147,Bachelor,100k-200k,Other,D,NR,NS
1341,Voter 1341,M,35,NR,41.03403,-73.61955,Bachelor,200k-300k,Other,D,Womens,NS
1342,Voter 1342,M,37,NR,41.05194,-73.56763,Bachelor,100k-200k,Other,D,Womens,NS
1343,Voter 1343,F,38,NR,41.03579,-73.60657,Bachelor,100k-200k,Other,D,NR,NS
1344,Voter 1344,M,38,NR,41.01762,-73.63232,Bachelor,100k-200k,Other,D,Womens,NS
1345,Voter 1345,F,44,NR,41.02164,-73.56604,Bachelor,100k-200k,Other,D,NR,NS
1346,Voter 1346,F,45,NR,41.03476,-73.58984,Bachelor,200k-300k,NR,D,NR,NR
1347,Voter 1347,M,45,NR,41.06921,-73.63092,Bachelor,100k-200k,Other,D,NR,NS
1348,Voter 1348,M,46,NR,41.03488,-73.60567,Bachelor,100k-200k,Other,D,Womens,NS
1349,Voter 1349,F,46,NR,41.08528,-73.68756,Bachelor,100k-200k,Other,D,NR,NS
1350,Voter 1350,M,49,NR,41.07544,-73.61475,Bachelor,100k-200k,Other,D,Womens,NS
1351,Voter 1351,F,50,NR,41.04321,-73.61692,Bachelor,200k-300k,NR,D,NR,NR
1352,Voter 1352,F,50,NR,41.05297,-73.56808,Bachelor,100k-200k,NR,R,NR,NR
1353,Voter 1353,M,53,NR,41.03898,-73.59411,NR,100k-200k,Protestant,D,Womens,NS
1354,Voter 1354,M,54,NR,41.03312,-73.61594,Bachelor,100k-200k,Other,D,NR,NS
1355,Voter 1355,M,59,NR,41.04486,-73.57658,Bachelor,100k-200k,Other,D,NR,NS
1356,Voter 1356,M,59,NR,41.14071,-73.63678,Bachelor,200k-300k,Other,D,Womens,NS
1357,Voter 1357,F,59,NR,41.01651,-73.65045,Bachelor,100k-200k,Other,R,NR,NS
1358,Voter 1358,M,59,NR,41.08914,-73.59871,NR,100k-200k,Other,D,Womens,Signed
1359,Voter 1359,M,63,NR,41.04805,-73.56712,Bachelor,100k-200k,Other,D,NR,NR
1360,Voter 1360,M,66,NR,41.04876,-73.64478,Bachelor,100k-200k,Other,D,Womens,NS
1361,Voter 1361,M,66,NR,41.02693,-73.66521,Bachelor,200k-300k,Other,D,Womens,NS
1362,Voter 1362,F,71,NR,41.02902,-73.6206,Bachelor,100k-200k,Other,D,NR,NS
1363,Voter 1363,F,71,NR,41.03569,-73.58005,HS,100k-200k,Other,D,NR,NS
1364,Voter 1364,M,74,NR,41.02624,-73.61859,Bachelor,100k-200k,Other,D,Education,NS
1365,Voter 1365,M,85,NR,41.13801,-73.63502,Bachelor,100k-200k,Other,D,Womens,NS
1366,Voter 1366,M,90,D,41.08047,-73.65486,Bachelor,200k-300k,Other,D,NR,NS
1367,Voter 1367,F,91,D,41.08048,-73.66261,Bachelor,100k-200k,Protestant,D,RFree,NS
1368,Voter 1368,F,93,NR,41.02683,-73.62729,Bachelor,100k-200k,Other,D,NR,NS
1369,Voter 1369,F,34,NR,41.05215,-73.66431,NR,100k-200k,Other,D,NR,NS
1370,Voter 1370,F,39,NR,41.03818,-73.60366,Bachelor,100k-200k,Other,D,NR,NS
1371,Voter 1371,F,39,NR,41.02316,-73.57081,Bachelor,200k-300k,Other,D,NR,Signed
1372,Voter 1372,M,40,NR,41.03532,-73.56373,Bachelor,100k-200k,Other,D,Womens,NS
1373,Voter 1373,F,40,NR,41.02533,-73.57942,Bachelor,100k-200k,Other,D,NR,Signed
1374,Voter 1374,M,42,NR,41.05303,-73.56703,Bachelor,100k-200k,Other,D,Womens,NS
1375,Voter 1375,M,42,NR,41.06972,-73.59534,Some College,100k-200k,Other,D,Education,Signed
1376,Voter 1376,F,43,NR,41.05591,-73.56994,Bachelor,200k-300k,Other,D,NR,NS
1377,Voter 1377,M,44,NR,41.04118,-73.56972,Bachelor,100k-200k,Other,D,NR,NS
1378,Voter 1378,M,44,NR,41.04903,-73.57813,Bachelor,100k-200k,Other,D,Womens,Signed
1379,Voter 1379,M,51,NR,41.08528,-73.68756,Bachelor,100k-200k,Other,D,Womens,NS
1380,Voter 1380,F,51,NR,41.07216,-73.62326,Bachelor,100k-200k,Other,D,NR,NR
1381,Voter 1381,F,52,NR,41.11009,-73.67339,Bachelor,200k-300k,Other,D,NR,NS
1382,Voter 1382,F,53,NR,41.10102,-73.66723,Bachelor,100k-200k,Protestant,D,Democracy,Signed
1383,Voter 1383,F,58,NR,41.03987,-73.59662,Bachelor,100k-200k,Other,D,Environment,NS
1384,Voter 1384,F,58,NR,41.03927,-73.58337,NR,100k-200k,Other,D,NR,NS
1385,Voter 1385,F,58,NR,41.04104,-73.62198,Bachelor,100k-200k,Other,R,RFree,NR
1386,Voter 1386,M,59,NR,41.01895,-73.56424,Bachelor,200k-300k,NR,D,Womens,NS
1387,Voter 1387,F,61,NR,41.05985,-73.57958,Bachelor,100k-200k,Other,D,NR,NS
1388,Voter 1388,F,61,R,41.05169,-73.56885,Bachelor,100k-200k,Other,D,NR,NS
1389,Voter 1389,M,62,NR,41.04201,-73.66855,Bachelor,100k-200k,Other,D,Womens,NS
1390,Voter 1390,M,63,NR,41.02208,-73.65759,Bachelor,100k-200k,Other,D,NR,NS
1391,Voter 1391,M,64,NR,41.05131,-73.58992,Bachelor,200k-300k,Other,D,Womens,NS
1392,Voter 1392,F,64,NR,41.04706,-73.56966,Bachelor,100k-200k,Other,D,NR,NS
1393,Voter 1393,F,64,NR,41.09855,-73.65942,Bachelor,100k-200k,Other,D,NR,NS
1394,Voter 1394,M,65,NR,40.99961,-73.65708,HS,100k-200k,Other,D,Womens,NS
1395,Voter 1395,M,67,D,41.10375,-73.60746,Bachelor,100k-200k,Other,D,NR,NS
1396,Voter 1396,F,70,NR,41.03109,-73.57926,Bachelor,200k-300k,Other,D,NR,NS
1397,Voter 1397,F,70,NR,41.11039,-73.70132,Some College,100k-200k,Other,R,NR,NS
1398,Voter 1398,M,71,NR,41.02329,-73.61959,Bachelor,100k-200k,Other,D,Education,NS
1399,Voter 1399,F,74,R,41.04981,-73.66951,Bachelor,100k-200k,Other,D,NR,NS
1400,Voter 1400,F,76,NR,41.05966,-73.57324,Bachelor,100k-200k,Other,D,NR,NS
1401,Voter 1401,F,77,NR,41.04108,-73.56976,Bachelor,200k-300k,Other,D,NR,NS
1402,Voter 1402,F,78,NR,41.13801,-73.63502,Bachelor,100k-200k,Other,D,Womens,Signed
1403,Voter 1403,F,83,NR,41.04596,-73.60176,Bachelor,100k-200k,Other,D,NR,NS
1404,Voter 1404,F,84,NR,41.02043,-73.65273,Bachelor,100k-200k,Other,D,NR,NR
1405,Voter 1405,M,89,D,41.04489,-73.59839,Bachelor,100k-200k,Other,D,NR,NS
1406,Voter 1406,M,96,NR,41.04606,-73.57856,Bachelor,200k-300k,Other,R,Crime,NS
1407,Voter 1407,F,99,NR,41.03573,-73.62663,Bachelor,100k-200k,Other,D,NR,NR
1408,Voter 1408,F,32,NR,41.03072,-73.64071,Bachelor,100k-200k,None,D,NR,NS
1409,Voter 1409,F,32,NR,41.03579,-73.63235,Bachelor,100k-200k,Other,D,NR,NS
1410,Voter 1410,M,32,NR,41.04982,-73.67592,Bachelor,100k-200k,Other,D,Womens,NS
1411,Voter 1411,F,33,NR,41.02473,-73.56773,Bachelor,200k-300k,Other,D,NR,NS
1412,Voter 1412,M,34,NR,41.03732,-73.58724,Bachelor,100k-200k,Other,D,Womens,NS
1413,Voter 1413,F,35,NR,41.08084,-73.60156,Bachelor,100k-200k,Other,D,NR,NS
1414,Voter 1414,M,36,NR,41.02298,-73.62889,NR,100k-200k,Other,D,Womens,Signed
1415,Voter 1415,M,37,NR,41.02854,-73.58794,Bachelor,100k-200k,Other,D,Womens,NS
1416,Voter 1416,F,41,NR,41.03391,-73.62063,Bachelor,200k-300k,Other,D,NR,NS
1417,Voter 1417,F,42,NR,41.05573,-73.58234,Bachelor,100k-200k,None,D,NR,NS
1418,Voter 1418,M,44,NR,41.04486,-73.59036,Bachelor,100k-200k,Other,D,Womens,NS
1419,Voter 1419,F,45,NR,41.03307,-73.63751,Bachelor,100k-200k,Other,D,Environment,NS
1420,Voter 1420,F,45,NR,41.02151,-73.58151,Bachelor,100k-200k,Other,D,NR,NS
1421,Voter 1421,F,49,NR,41.02771,-73.61079,Bachelor,200k-300k,Other,D,NR,NS
1422,Voter 1422,M,52,NR,41.02392,-73.60731,Bachelor,100k-200k,Other,D,Womens,NS
1423,Voter 1423,M,53,R,41.02051,-73.61782,Bachelor,100k-200k,Other,R,Education,NS
1424,Voter 1424,F,56,NR,41.03592,-73.57141,Bachelor,100k-200k,Other,D,NR,NS
1425,Voter 1425,F,60,NR,41.07538,-73.58838,HS,100k-200k,Other,D,NR,NS
1426,Voter 1426,M,60,NR,41.02802,-73.58365,Bachelor,200k-300k,Other,D,Womens,NS
1427,Voter 1427,M,60,R,41.06173,-73.61963,Some College,100k-200k,Other,D,NR,NS
1428,Voter 1428,M,61,NR,41.07615,-73.59983,Bachelor,100k-200k,Other,D,Democracy,NS
1429,Voter 1429,F,62,NR,41.01029,-73.65498,Bachelor,100k-200k,Other,D,Environment,NS
1430,Voter 1430,M,65,NR,41.02567,-73.56012,Masters,100k-200k,Other,D,Womens,NS
1431,Voter 1431,M,66,NR,41.03084,-73.58987,Bachelor,200k-300k,Other,D,Education,NS
1432,Voter 1432,M,68,NR,41.10634,-73.62724,Bachelor,100k-200k,Other,D,Womens,Signed
1433,Voter 1433,F,71,NR,41.02289,-73.57204,Bachelor,100k-200k,Other,D,NR,NS
1434,Voter 1434,M,72,NR,41.06199,-73.57803,Bachelor,100k-200k,Other,D,Womens,NS
1435,Voter 1435,M,73,NR,41.02008,-73.65448,Bachelor,100k-200k,Other,D,NR,NS
1436,Voter 1436,M,74,NR,41.04583,-73.63498,HS,200k-300k,Other,D,Womens,NS
1437,Voter 1437,F,76,NR,41.08996,-73.71391,Bachelor,100k-200k,Other,D,NR,NS
1438,Voter 1438,M,77,NR,41.02692,-73.57009,Bachelor,100k-200k,Other,D,Womens,NS
1439,Voter 1439,M,77,NR,41.07879,-73.64232,Bachelor,100k-200k,Other,D,Womens,NS
1440,Voter 1440,F,79,NR,41.02957,-73.65993,Some College,100k-200k,Other,D,NR,NS
1441,Voter 1441,F,81,NR,41.07014,-73.60308,HS,200k-300k,Other,D,NR,NR
1442,Voter 1442,F,85,NR,41.03366,-73.58795,Bachelor,100k-200k,Other,D,Democracy,NS
1443,Voter 1443,F,85,NR,41.06682,-73.63231,Bachelor,100k-200k,Other,D,NR,NS
1444,Voter 1444,F,92,NR,41.04502,-73.59743,Bachelor,100k-200k,Other,D,NR,NS
1445,Voter 1445,F,94,NR,41.03947,-73.57292,Bachelor,100k-200k,Other,D,NR,NS
1446,Voter 1446,F,96,NR,41.08889,-73.62091,NR,200k-300k,Other,D,NR,NS
1447,Voter 1447,F,97,NR,41.02469,-73.66345,Bachelor,100k-200k,Other,D,NR,NR
1448,Voter 1448,M,33,NR,41.02464,-73.56183,Bachelor,100k-200k,Other,D,Womens,NS
1449,Voter 1449,M,34,NR,41.04563,-73.58569,Bachelor,100k-200k,Other,D,Democracy,NS
1450,Voter 1450,M,35,NR,41.06346,-73.58237,Bachelor,100k-200k,Other,D,Womens,NS
1451,Voter 1451,M,38,NR,41.02811,-73.61472,Bachelor,200k-300k,Catholic,R,Environment,Signed
1452,Voter 1452,F,41,NR,41.06842,-73.60737,Bachelor,100k-200k,Other,D,NR,NS
1453,Voter 1453,M,41,NR,41.04186,-73.60288,Bachelor,100k-200k,Other,D,Womens,NS
1454,Voter 1454,F,43,NR,41.01454,-73.62237,Masters,100k-200k,Other,R,NR,NR
1455,Voter 1455,M,47,NR,41.05054,-73.57001,Bachelor,100k-200k,Other,D,Womens,NS
1456,Voter 1456,M,47,NR,41.05934,-73.56947,Some College,200k-300k,Other,D,Womens,NS
1457,Voter 1457,F,52,NR,41.04772,-73.59579,Bachelor,100k-200k,Other,D,NR,NS
1458,Voter 1458,F,55,NR,41.03096,-73.58266,Bachelor,100k-200k,Catholic,D,NR,NS
1459,Voter 1459,F,56,D,41.07353,-73.63541,Bachelor,100k-200k,Other,D,NR,NS
1460,Voter 1460,M,57,NR,41.05082,-73.57131,Bachelor,100k-200k,Other,D,Womens,Signed
1461,Voter 1461,F,60,NR,41.02029,-73.63655,Bachelor,200k-300k,Other,D,NR,NS
1462,Voter 1462,M,64,NR,41.00171,-73.64471,Bachelor,100k-200k,Other,D,Womens,NS
1463,Voter 1463,M,65,NR,41.07561,-73.61501,Bachelor,100k-200k,Other,D,Womens,NS
1464,Voter 1464,F,65,NR,41.02342,-73.63239,Bachelor,100k-200k,Other,D,NR,NS
1465,Voter 1465,M,70,NR,41.01353,-73.56684,Bachelor,100k-200k,Other,D,Womens,NS
1466,Voter 1466,F,72,NR,41.03312,-73.62624,Bachelor,200k-300k,Other,D,NR,NS
1467,Voter 1467,F,75,NR,41.07422,-73.59999,HS,100k-200k,Other,D,NR,Signed
1468,Voter 1468,M,76,NR,41.02593,-73.58188,Bachelor,100k-200k,Other,D,Womens,NS
1469,Voter 1469,M,88,NR,41.03522,-73.61769,Bachelor,100k-200k,Other,D,Crime,NR
1470,Voter 1470,M,91,NR,41.03969,-73.57104,Bachelor,100k-200k,Other,D,NR,NS
1471,Voter 1471,F,97,NR,41.02647,-73.55776,NR,200k-300k,Other,D,NR,NS
1472,Voter 1472,M,97,NR,41.03145,-73.62017,Bachelor,100k-200k,Other,D,Womens,NS
1473,Voter 1473,F,32,NR,41.03437,-73.59604,Bachelor,100k-200k,Other,D,NR,Signed
1474,Voter 1474,F,33,NR,41.02971,-73.56707,Bachelor,100k-200k,None,D,NR,NS
1475,Voter 1475,M,33,NR,41.04191,-73.64235,Masters,100k-200k,Other,D,Womens,NS
1476,Voter 1476,F,33,NR,41.00442,-73.65177,Bachelor,200k-300k,Other,D,NR,Signed
1477,Voter 1477,M,36,NR,41.04233,-73.58638,Bachelor,100k-200k,Catholic,D,NR,NS
1478,Voter 1478,F,36,NR,41.04825,-73.57893,Bachelor,100k-200k,Other,D,NR,NS
1479,Voter 1479,M,37,NR,41.01855,-73.63806,Bachelor,100k-200k,Other,D,Womens,Signed
1480,Voter 1480,F,38,NR,41.05229,-73.56972,Bachelor,100k-200k,Other,D,NR,Signed
1481,Voter 1481,M,41,NR,41.00915,-73.65363,Bachelor,200k-300k,Other,R,Womens,NS
1482,Voter 1482,M,45,NR,41.06461,-73.58256,Bachelor,100k-200k,Other,D,NR,NS
1483,Voter 1483,M,46,NR,41.04534,-73.63766,Bachelor,100k-200k,Other,D,Democracy,NS
1484,Voter 1484,M,50,NR,41.03856,-73.57926,Some College,100k-200k,Other,D,Womens,NS
1485,Voter 1485,M,52,NR,41.01633,-73.65051,Bachelor,100k-200k,Other,D,Womens,NS
1486,Voter 1486,M,55,NR,41.02683,-73.62729,Bachelor,200k-300k,Other,D,NR,NS
1487,Voter 1487,M,56,NR,41.01028,-73.65142,Bachelor,100k-200k,None,D,Womens,NS
1488,Voter 1488,M,57,NR,41.03062,-73.56668,Bachelor,100k-200k,Other,D,Womens,NS
1489,Voter 1489,F,59,NR,41.08573,-73.60872,Masters,100k-200k,Other,D,NR,NS
1490,Voter 1490,M,59,NR,41.03057,-73.63238,Bachelor,100k-200k,Other,R,Womens,NS
1491,Voter 1491,M,60,NR,41.02289,-73.56494,Bachelor,200k-300k,Other,D,Womens,Signed
1492,Voter 1492,F,61,D,41.01509,-73.62245,Bachelor,100k-200k,Other,D,NR,NS
1493,Voter 1493,M,64,NR,41.04706,-73.56966,NR,100k-200k,None,D,Womens,NS
1494,Voter 1494,F,67,NR,41.04529,-73.59737,Bachelor,100k-200k,Other,D,NR,NS
1495,Voter 1495,F,69,NR,41.03475,-73.64167,Bachelor,100k-200k,Other,D,NR,Signed
1496,Voter 1496,F,71,NR,41.06621,-73.62925,NR,200k-300k,Other,D,NR,Signed
1497,Voter 1497,F,74,NR,41.03891,-73.57836,Bachelor,100k-200k,Other,D,NR,NS
1498,Voter 1498,F,77,NR,41.08624,-73.69481,Bachelor,100k-200k,Other,D,NR,NS
1499,Voter 1499,F,81,NR,41.04004,-73.57966,Bachelor,100k-200k,Other,D,NR,NS
1500,Voter 1500,M,82,NR,41.04233,-73.58638,Bachelor,100k-200k,Other,D,Womens,Signed
